Compound Sentiment Score,Positive Sentiment Score,Negative Sentiment Score,Neutral Sentiment Score,Line
0.5406,0.098,0.024,0.878,"draft decision texts on these matters in the proposal by the president2 were considered , but that parties could not reach consensus thereon ; 3. requests the subsidiary body for scientific and technological advice to continue consideration of the mandates referred to in paragraph 1 above , taking i"
0.7003,0.121,0.0,0.879,"paragraph 23 ( b ) of decision 19/ cma.1 and will contribute to reviewing the overall progress in achieving the global goal on adaptatio n ; 15. requests the adaptation committee to develop , with the engagement of the intergovernmental panel on climate change working group ii , using relevant exis"
0.0,0.0,0.0,1.0,via the submission portal1 by february 2025 information on their experience with the application of the guidance contained in this decision ; 18. requests the secretariat to prepare a synthesis report on the submiss ions referred to in paragraph 17 above for consideration by the subsidiary body for
0.0,0.0,0.0,1.0,takes note of the estimated budgetary implications of the activities to be undertaken by the secretariat referred to in paragraph 18 above ; 23. requests that the actions of the secretariat called for in this decision be undertaken subject to the availability of financial resources . fccc/pa/cma/20
0.5859,0.112,0.0,0.888,"nt , through a registry portal with two parts , comprising adaptation communic ations and nationally determined contributions , respectively ; 4. requests the secretariat : ( a ) to develop a prototype of the public registry referred to in paragraph 1 above by june 2019 , in accordance with the moda"
0.4019,0.114,0.047,0.84,"ppropriate , ensuring efficiency and consistency , to work together on training for assessing vulnerability and other aspects o f adaptation ; 6. requests the adaptation committee , as necessary and in consultation with relevant adaptation -related institutions , to continue to make recommendations"
0.5859,0.103,0.0,0.897,countries expert group related to synthesizing information on specific adaptation themes and on relevant lessons learned and good practices ; 9. requests the secretariat to include in the synthesis report prepared for the global stocktake called for in paragraph 23 ( b ) of decision 19 /cma.1 info
0.6597,0.116,0.0,0.884,fforts of developing country parties during the high-level events of the global stocktake referred to in paragrap h 33 of decision 19/cma.1 ; 11. requests the secretariat to prepare a report summarizing the recognition of adaptation efforts of developing country parties referred to in paragraph 10 a
0.4019,0.059,0.0,0.941,"luding the nap expo and the adaptation forum of the adaptation committee , to showcase the adaptation efforts of developing country parties ; 13. requests the secretariat , under the guidance of the adaptation committee and the least developed countries expert group and in collaboration with relevan"
0.3412,0.057,0.0,0.943,"ctive ; iii . methodologies for assessing adaptation needs with a view to assisting developing countries without placing undue burden on them 15. requests the adaptation committee , in collaboration with the least develo ped countries expert group , partner organizations of the nairobi work programm"
0.6908,0.133,0.0,0.867,"methodologies for assessing adaptation needs , including needs related to action , fin ance , capacity -building and technological support ; 17. requests the adaptation committee , with the engagement of the intergovernmental panel on climate change working group ii , as appropriate , to prepare ,"
0.296,0.102,0.057,0.84,ps are taken to identify and subsequently remove perverse incentives that could result in non -resilient investments and planning decisions ; 27. requests parties to report on s upport provided and received in line with the reporting instruments and modalities being developed under the paris agreeme
0.7906,0.167,0.0,0.833,"k to ensure that the provision of fi nancial support to developing country parties is balanced between adaptation and mitigation activities ; 29. requests the technology executive committee and the climate technology centre and network to facilitate , in line with their mandates , the provision of s"
0.7269,0.151,0.0,0.849,"ort for capacity -building for adaptation in developing country parties , promoting a balance between adaptation an d mitigation activities ; 31. requests the secretariat to include in the synthesis report prepared for the global stocktake called for in paragraph 23 ( b ) of decision 19 /cma.1 an as"
0.0,0.0,0.0,1.0,"estimated budgetary implications of the activities to b e undertaken by the secretariat referred to in paragraphs 9 , 11 , 13 and 31 above ; 38. requests that the actions of the secretariat called for in this decision be undertaken subject to the availability of financial resources . 26th plenary m"
0.8176,0.188,0.0,0.812,"ch information on a voluntary basis ; 3. underlines the importance of article 9 , paragraphs 1 and 3 , of the paris agreement on this matter ; 4. requests developed country parties to submit the biennial communications referred to in paragr aph 2 above and as specified in the annex starting in 2020"
0.8225,0.189,0.0,0.811,"020 ; 5. encourages other parties providing resources to communicate biennially , as referred to in paragraph 2 above , on a voluntary basis ; 6. requests the secretariat to establish a dedicated online portal for posting and recording the biennial communications ; 7. also requests the secretariat t"
0.4588,0.07,0.0,0.93,"untary basis ; 6. requests the secretariat to establish a dedicated online portal for posting and recording the biennial communications ; 7. also requests the secretariat to prepare a compilation and synthesis of the information included in the biennial communications , referred to in paragraph 2 ab"
0.0,0.0,0.0,1.0,"included in the biennial communications , referred to in paragraph 2 above , starting in 2021 , and to inform the g lobal stocktake ; 8. further requests the secretariat to organize biennial in -session workshops beginning the year after the submission of the first biennial communications referred"
0.8225,0.16,0.0,0.84,mary reports on the in -session workshops referred to in paragraph 8 above and the biennial communications referred to in paragraph 2 above ; 11. requests the president of the conference of the parties serving as the meeting of the parties to the paris agreement to summarize the deliberations of the
0.0,0.0,0.0,1.0,ary implications of the activities to be undertaken by the secretariat pursuant to the provisions contained in paragraphs 6 –8 and 10 above ; 15. requests that the actions of the secretariat called for in this deci sion be undertaken subject to the availability of financial resources . fccc/pa/cma/2
0.8225,0.17,0.0,0.83,work in close collaboration under the guidance of the conference of the parties serving as the meeting of the parties to the paris agreement ; 3. requests the technology executive committee and the climate technology centre and network : ( a ) to incorporate the guidance contained in the technology
0.9246,0.255,0.0,0.745,eport to both the conference of the parties and the conference of the parties serving as the meeting of the parties to the paris agreement ; 1 5. requests the technology executive committee and the climate tech nology centre and network to report on the progress of their work and challenges and less
0.0,0.0,0.0,1.0,"e secretariat to facilitate the implementation o f the technology framework ; 1 fccc/sb/2017/3 , paragraph 43. fccc/pa/cma/2018/3/add.2 5 9. also requests that the actions of the secretariat called for in this decision be undertaken subject to the availability of financial resources . fccc/pa/cma/20"
0.8979,0.238,0.0,0.762,"should guide improved effectiveness and enhanced support to the technology mechanism in supporting the implementation of the paris agreement ; 6. requests the subs idiary body for implementation to initiate , at its fifty -first session ( december 2019 ) , consideration of the alignment between proc"
0.8225,0.158,0.0,0.842,on by the conference of the parties serving as the meeting of the parties to the paris agreement at its third session ( november 2020 ) ; 7. also requests that the actions of the secretariat called for in this decision be undertaken subject to the availability of financial resources . 1 in accordanc
0.7184,0.154,0.0,0.846,"relating to technology development and transfer , including in relation to : ( i ) the implementation of its three core services : responding t o requests from developing countries ; fostering collaboration and sharing of information ; and strengthening networks , partnerships and capacity -building"
0.0,0.0,0.0,1.0,"cma ) . the cma : ( a ) initiates the periodic assessment in accordance with paragraph 10 below ; ( b ) provides guidance to the secretariat and requests it to prepare interim and final reports on the periodic assessment ; ( c ) finalizes the periodic assessment , with possible outputs in accordanc"
0.8225,0.197,0.0,0.803,"ions , private sector and other potential sources to support activities related to the implementation of article 12 of the p aris agreement ; 12. requests the secretariat : ( a ) to continue organizing , in collaboration with parties and international organizations , training , workshops , webinars"
0.0,0.0,0.0,1.0,takes note of the estimated budgetary implications of the activities to be undertaken by the secretariat referred to in paragraph 12 above ; 14. requests that the actions of the secretariat called fo r in this decision be undertaken subject to the availability of financial resources . 26th plenary
0.4019,0.062,0.0,0.938,"ansparency framework for action and support ( hereinafter referred to as the modalities , procedures and guidelines ) contained in the annex ; 2. requests the subsidiary body for scientific and technological advice to undertake the first review and update , as appropriate , of the modalities , proce"
0.0,0.0,0.0,1.0,"to nominate technical experts with the relevant qualifications to the unfccc roster of experts as referred to in chapter vii.i of the annex ; 6. requests the secretariat , in addition to the actions specified in the modalities , procedures and guidelines , to : ( a ) produce synthesis reports on pa"
0.6597,0.124,0.0,0.876,"or the building of transparency -related capacity of developing co untry parties on a continuous basis ; fccc/pa/cma/2018/3/add.2 19 8. urges and requests the global environment facility , as an operating entity of the financial mechanism , throughout its replenishment cycles , to support developing"
0.8481,0.221,0.0,0.779,"ent , including through better streamlining of the processes related to applications , implementation plans and signing of grant agreements ; 11. requests the global environment facility to continue to support the operation of the capacity -building initiative for transparency as a priority reportin"
0.4019,0.063,0.0,0.937,"ility to continue to support the operation of the capacity -building initiative for transparency as a priority reporting -related need ; 12. also requests the subsidiary body for scientific and technological advice to develop , pursuant to the modalities , procedures and guidelines , for considerati"
0.0,0.0,0.0,1.0,vice to the se cretariat on the implementation of the training of the technical expert review teams referred to in paragraph 12 ( c ) above ; 16. requests that the actions of the secretariat called for in this decision be undertaken subject to the availability of financial resou rces . 1 https : //u
0.0,0.0,0.0,1.0,"ialogue and for p reparing a factual synthesis report and other outputs of the technical assessment , with the assistance of the secretariat ; 7. requests the chairs of the subsidiary body for scientific and technological advice and the subsidiary body for implementation to deve lop guiding question"
0.3818,0.056,0.0,0.944,"of the overall global stocktake process on the basis of experience gained from the first and subsequent global stocktakes , as appropriate ; 16. requests the chairs of the subsidiary body for scientific and technological advice and the subsidiary body for implementation to organize the global stock"
0.0,0.0,0.0,1.0,and outsid e the unfccc can contribute to the global stocktake and the implementation of its outcome ; information collection and preparation 19. requests the chairs of the subsidiary body for scientific and technological advice and the subsidiary body for implementation to issue a call for the inpu
0.2263,0.107,0.089,0.805,"outputs to ensure timely consideration of inputs , unless critical information that requires consideration emerg es after the cut -off date ; 21. requests the secretariat to facilitate online availability of all inputs to the global stocktake from parties , by thematic area , and to organize a webin"
0.0,0.0,0.0,1.0,"e most up -to- date inputs from the sources identified in paragraph 37 below two sessions of the subsidiary bodies prior to th e assessment ; 23. requests the secretariat , under the guidance of the co -facilitators referred to in paragraph 6 ( c ) above , to prepare for the technical assessment : ("
0.0,0.0,0.0,1.0,"with the assistance of t he secretariat , synthesis reports on the information identified in paragraph 36 below in their areas of expertise ; 25. requests the subsidiary body for scientific and technological advice and the subsidiary body for implementation to identify potential informa tion gaps in"
-0.2732,0.0,0.046,0.954,"body for implementation to identify potential informa tion gaps in relation to the global stocktake and , where necessary and feasible , to make requests for additional input , taking into account the cut -off date for the information collection and preparation component of the global stocktake and"
0.0,0.0,0.0,1.0,the estimated budgetary implications of the activities to be undertaken by the secretariat pursuant to the provisions contained in the annex ; 4. requests that the actions of the secretariat called for in this decision be undertaken subject to the availability of financial resources . fccc/pa/cma/20
0.4019,0.062,0.0,0.938,"decision 4/cma.1 ; 10. recalls the request contained in decision 1/cp.21 , paragraph 25 , to the secretariat to prepare a synthesis report , and requests the secretariat to make th e report available to the conference of the parties at its twenty -sixth session ( november 2020 ) ; fccc/pa/cma/2019/"
0.6249,0.128,0.041,0.832,"owards the global goal on adaptation of enhancing adaptive capacity , strengthening resilience and reducing vulnerability to climate change ; 14. requests the adaptation committee to consider approaches to reviewing the overall progress made in achieving the global goal on adaptation and to reflect"
0.0,0.0,0.0,1.0,takes note of the estimated budgetary implications of the activities to be undertaken by the secretariat referred to in paragraph 10 above ; 19. requests that the actions of the secretariat called for in this decision be undertaken subject to the availability of financial resources . 8th plenary me
0.5859,0.12,0.04,0.84,"committee to communicate its outputs in formats that are easy to translate , adapt and access in different contexts and by different users ; 12. requests the executive committee to identify modalities for fostering the sharing of relevant knowledg e and experience among practitioners and vulnerable"
-0.0258,0.109,0.111,0.78,"d damage associated with the adverse effects of climate change into relevant work under and outside the co nvention and the paris agreement ; 18. requests the secretariat , under the guidance of the executive committee , to organize meetings in conjunction with relevant regional forums , engaging re"
-0.7096,0.046,0.156,0.798,"; 24. stresses the importance of enhancing the work on slow onset events and non - economic losses associated with c limate change impacts ; 25. requests the executive committee to revise the terms of reference for and launch the expert groups on slow onset events and non -economic losses , taking"
0.4215,0.06,0.0,0.94,"the broad range of issues covered by the relevant strategic workstre ams , which may need to be addressed using a sequential approach ; 26. also requests the executive committee and its thematic expert groups to develop technical guides within their work on their respective thematic areas , avoidin"
-0.7003,0.061,0.204,0.735,"are good practices for , averting , minimizing and addressing loss and damage , including long -term risk assessment and risk communication ; 29. requests the executive committee , in collaboration with relevant organizations , to foster public education and awareness -raising efforts at the regiona"
0.5719,0.101,0.0,0.899,"ement , including through the operating entities of the financial mechanism , as appropriate , to the extent consistent with their mandates ; 37. requests the executive committee to further engage and strengthen its dialogue with the standing committee on f inance by providing input in line with dec"
0.0,0.0,0.0,1.0,"/2019/6/add.1 8 this context to take into account the strategic workstreams of the five -year rolling workplan of the executive committee ; 6 39. requests the executive committe e , in collaboration with the green climate fund , as an operating entity of the financial mechanism , to clarify how deve"
0.0,0.0,0.0,1.0,"workplan of the executive committee , consistently with paragraph 38 above , and to include information thereon in its annual reports ; 40. also requests the executive committee to establish , by the end of 2020 , in accordance with its procedures and mandate , an expert group pursuant to decision"
0.6705,0.118,0.0,0.882,"aragraph 43 above engaged in providing tec hnical assistance to developing countries to report on their progress to the executive committee ; 45. requests the executive committee to include relevant information from the organizations , bodies , networks and experts that have reported on their progre"
0.0,0.0,0.0,1.0,; 49. takes note of the estimated budgetary implications of the activities to be undertaken by the secretariat referred to in this decision ; 50. requests that the actions of the secretariat called for in this deci sion be undertaken subject to the availability of financial resources . 8th plenary m
0.0,0.0,0.0,1.0,"and to enhance the coherence and coordination of capacity -building in accordance with the relevant mandates and activities of those bodies ; 6. requests the secretariat to include , in its annual compilation and synthesis report on the capacity -building work of bodies established under the conven"
0.8957,0.197,0.0,0.803,"aris agreement , as part of the review referred to in decision 11/cp.25 with a view to concluding it at its fifth session ( november 2022 ) ; 18. requests the standing committee on finance to report to the con ference of the parties serving as the meeting of the parties to the paris agreement at its"
0.8271,0.159,0.0,0.841,g as the meeting of the parties to the paris agreement at its third session ( november 2020 ) on progress in implementing its workplan ; 19. also requests that the actions of the standing committee on finance called for in this decisi on be undertaken subject to the availability of financial resourc
0.8979,0.253,0.0,0.747,unication and/or nationally determined contributions ; 6. encourages the green climate fund to continue to enhance its support for adaptation and requests the green climate fund to : ( a ) swiftly conclude its work on guidance on the approach and scope for providing support to adaptation activities
0.9186,0.255,0.0,0.745,"acility in response to the guidance received from the conference of the parties serving as the meeting of the parties to the paris agreement ; 3. requests the global environment facility , as an operating entity of the financial mechanism , to adequately support developing country parties in prepari"
-0.1877,0.0,0.038,0.962,"tive workplan and programme o f work was not included in a comprehensive manner in the joint annual report referred to in paragraph 1 above , and requests the technology executive committee and the climate technology centre and network to include this information in their joint annual r eport for 20"
0.7269,0.124,0.0,0.876,"mittee and the climate technology centre and network for collaboration in 2019 –20223,4 in supporting implementation of the paris agreement , and requests them to finalize in 2020 the development of activities to be undertaken jointly in those areas with a view to incorporating the guidance containe"
0.7906,0.173,0.0,0.827,rk to continue to report on the progress of their work as well as on challenges and lessons learned in implementing the technology framework ; 5. requests the t echnology executive committee and the climate technology centre and network to continue to im plement their respective mandates with streng
0.6705,0.134,0.0,0.866,"parties to the paris agreement2 at its second session , while recognizing that these draft texts do not represent a consensus among parties ; 2. requests the subsidiary body for scientific and technological advice to continue consideration of the matters referred to in paragraph 1 above at its fift"
0.9153,0.266,0.0,0.734,"the paris agreement ( november – december 2023 ) ; 23. recalls article 3 and article 4 , paragraphs 3 , 4 , 5 and 11 , of the paris agreement and requests parties that have not yet done so to revisit and strengthen the 2030 targets in their nationally determined contributions as necessary to align w"
0.7003,0.141,0.043,0.816,"to parties to update the strategies referred to in paragraph 2 4 above regularly , as appropriate , in line with the best available science ; 26. requests the secretariat to prepare a synthesis report on long -term low greenhouse gas emission development strategies referred to in article 4 , paragra"
0.4019,0.055,0.0,0.945,"address climate change , welcomes the pledges made to the two funds and invites developed countries to further contribute to the two funds ; 42. requests the standing committee on finance to prepare a report on the doubling of adaptation finance , in line with paragraph 18 of decision 1/cma.3 , for"
0.6908,0.119,0.0,0.881,"n of pathways to achieving the goals of the paris agreement outlined in article 2 , paragraph 1 , in the context of article 2 , paragraph 2 , and requests the subsidiary body for implementation and the subsidiary body for scientific and technological advice to recommend a dr aft decision on this mat"
0.5574,0.087,0.0,0.913,the new collective quantified goal and the report prepared by the president of the twenty -seventh session of the conference of the parties ; 64. requests the co -chairs of the ad hoc work programme to include in their annual report options for accelerating the achievement of the goal in article 2 o
0.8442,0.175,0.0,0.825,"standing of the scope of article 2 , paragraph 1 ( c ) , of the paris agreement and its complementarity with article 9 of the paris agreement and requests the secretariat , under the guidance of the presidency of the twenty -seventh session of the conf erence of the parties , to organize two worksho"
0.7506,0.151,0.039,0.81,e fifth session of the conference of the parties serving as the meeting of the parties to the paris agreement ; fccc/pa/cma/2022/ 10/add.1 20 14. requests the secretariat to publish the single annual report on the workshops for 2023 no later than three weeks prior to the fifth session of the confere
0.8225,0.147,0.0,0.853,"n three weeks prior to the fifth session of the conference of the parties serving as the meeting of the parties to the paris agreement ; 15. also requests the secretariat to include in the single annual report an ana lysis of the outcomes of the workshops and to prepare , under the guidance of the c"
0.8834,0.204,0.0,0.796,"submission portal prior to the fifth session of the conference of the parties serving as the meeting of the parties to the paris agreement ; 19. requests the chairs of the subsidiary bodies , with the support of the secretariat , to prepare a concept note and guiding questions , covering themes and"
0.0,0.0,0.0,1.0,"aragraph 10 above , at least two weeks in advance thereof , taking into account the submissions referred to in paragraphs 16 –17 above ; 20. also requests the chairs of the subsidiary bodies to select themes for the workshops to be held in 2023 , taking into account the following areas : ( a ) targe"
0.0,0.0,0.0,1.0,takes note of the estimated budgetary implications of the activities to be undertaken by the secretariat referred to in paragraph 12 above ; 28. requests that the actions of the secretariat called for in this decision be undertaken subject to the availability of fina ncial resources . 10th plenary
0.8658,0.192,0.0,0.808,"that the work programme will be carried out under the conference of the parties serving as the meeting of the parties to the paris agreement ; 7. requests the chairs of the subsidiary body for scientific and technological advice and the subsidiary body for implementation to appoint , well in advance"
0.0,0.0,0.0,1.0,"cretion of the co-chairs of the work programme with a view to ensurin g inclusive and balanced geographical representation at the dialogues ; 10. requests the secretariat to organize , under the guidance of the co -chairs of the work programme , the dialogues referred to in paragraphs 8 –9 above in"
0.8176,0.156,0.0,0.844,"rty stake holders , and reflect the objective and the scope of the work programme referred to in paragraphs 1 and 4 above respectively ; 11. also requests the secretariat to organize , under the guidance of the co -chairs of the work programme and with the support of the hi gh-level champions , on t"
0.0,0.0,0.0,1.0,"rriers relev ant to the topics of the dialogues referred to in paragraph 13 above via the submission portal four weeks before each dialogue ; 15. requests the secretariat to prepare , under the guidance of the co -chairs of the work programme , a report on each of the dialogue s referred to in parag"
0.4939,0.071,0.0,0.929,"arties to the paris agreement , the subsidiary body for scientific and technological advice and the subsidiary body for implementation ; 16. also requests the subsidiary body for scientific and technological advice and the subsidiary body for implementation , taking into account the annual report re"
0.0,0.0,0.0,1.0,of the estimated budgetary implications of the activities to be undertaken by the secretariat referred to in paragraphs 8 –11 and 15 above ; 21. requests that the actions of the secretariat called for in this decision be undertaken subject to the availability of financial resources . 10th plenary m
0.3182,0.051,0.0,0.949,"f meaningful mitigation actions and transparency on implementation and taking into account the needs and priorities of developing countries ; 11. requests the co -chairs of the ad hoc work programme on the new collective quantifie d goal on climate finance , with a view to significantly advancing su"
0.0,0.0,0.0,1.0,n the issues to be addressed as part of the workplan referred to in paragraph 11 ( a ) above vi a the submission portal by 28 february 2023 ; 13. requests the secretariat to prepare a compilation and synthesis of the submissions referred to in paragraph 11 ( b ) above as input to the technical exper
0.4019,0.055,0.0,0.945,"and synthesis of the submissions referred to in paragraph 11 ( b ) above as input to the technical expert dialogues to be held in 2023 ; 14. also requests the secretari at , in organizing the technical expert dialogues in 2023 , to facilitate inclusive participation of all parties , in particular de"
0.0,0.0,0.0,1.0,of the estimated budgetary implications of the activi ties to be undertaken by the secretariat referred to in paragraphs 11 and 13–15 above ; 18. requests that the actions of the secretariat called for in this decision be undertaken subject to the availability of financial resources . 10th plenary m
0.2732,0.044,0.0,0.956,"annex , chapter iv.b ( annual information ) , as contained in annex vii and to provide feedback via the submission portal3 by 30 april 2023 ; 3. requests the secretariat to organize a hybrid workshop on the draft version of the agreed electronic format referred to in paragraph 2 above at least one"
0.2732,0.044,0.0,0.956,above at least one month prior to the fifty-eighth session of the subsidiary body for scientific and technological advice ( june 2023 ) ; 4. also requests the subsidiary body for scientific and technological advice to continue its work on the draft version of the agreed electronic format referred to
0.0,0.0,0.0,1.0,"ions to nominate technical experts with the relevant qualifications to the unfccc roster of experts in accordance with annex ii , chapter xi ; 9. requests the secretariat to implement and maintain the training programme for technical ex perts participating in article 6 technical expert reviews pursu"
0.4215,0.06,0.0,0.94,"ntation of the training for technical experts participating in art icle 6 technical expert reviews pursuant to annex ii , chapter xi.c ; 10. also requests the secretariat to report to the subsidiary body for scientific and technological advice at its fifty -eighth session on progress in developing t"
0.0,0.0,0.0,1.0,"e referred to paragraph 1 ( d ) above and at each subsequent session until development of the training programme has been completed ; 11. further requests the secretariat to make available as soon as possible an initial version of the courses comprising the training program me , as outlined in annex"
0.1027,0.053,0.045,0.902,"le no later than december 2023 the course related to the requirements of initial reports set out in decision 2/cma.3 , annex , paragraph 18 ; 12. requests the secretariat to promote geographical and gender balance a mong the technical experts participating in the training programme referred to in pa"
0.4019,0.068,0.0,0.932,"participation , to experts from developing countries , particularl y the least developed countries and small island developing states ; 13. also requests the secretariat to include any cases of persistent inconsistencies and/or non-responsiveness by a participating party , as contained in the recom"
0.0,0.0,0.0,1.0,"session , in relati on to paragraphs 16 ( a ) and 17 below ; ( b ) sixtieth session ( june 2024 ) , in relation to paragraph 16 ( b ) below ; 16. requests the subsidiary body for scientific and technological advice to continue its work to develop , on the basis of the guidance in the annex to dec is"
-0.4019,0.0,0.06,0.94,"age for the period ; ( ii ) consideration of whether internationall y transferred mitigation outcomes could include emission avoidance ; 17. also requests the subsidiary body for scientific and technological advice , on the basis of the guidance in the annex to decision 2/cma.3 and the further guida"
0.4215,0.069,0.0,0.931,"; first transfer specifi cations ; and purposes towards which use of internationally transferred mitigation outcomes is authorized ; 18. further requests the secretariat to organize a workshop before 30 april 2023 , with broad participation , to enable the participatory sharing of views o n potenti"
0.4588,0.078,0.0,0.922,their views on potential challenges in the preparat ion of the reporting on elements listed in the initial report via the submission portal ; 20. requests the secretariat to prepare a technical paper on the basis of issues identified at the workshop referred to in paragraph 18 above and party submis
0.6597,0.114,0.0,0.886,"form the preparation of the manual referred to in paragraph 22 below to support the submission of in itial reports by participating parties ; 22. requests the secretariat to develop and regularly update a manual containing illustrative elements of information4 for the initial report , updated initia"
-0.296,0.0,0.045,0.955,"the manual have no formal status , are for voluntary use and shall not be used or referred to in the article 6 technical expert review ; 23. also requests the secretariat to provide , as part of the capacity -building programme referred to in decision 2/cma.3 , paragraph 12 , capacity -building , in"
0.0,0.0,0.0,1.0,"ce , on the use of the reporting outlines and tables , particularly in relation to the completion and submission of initial reports ; 24. further requests the secretariat to expedite the implementation of the capacity - building programm e referred to in decision 2/cma.3 , paragraph 12 , within a ti"
0.8271,0.199,0.0,0.801,"/cma/2022/ 10/add . 2 6 technological advice and the conference of the parties serving as the meeting of the parties to the paris agreement ; 25. requests the secretariat , as a matter of priority , to develop the centralized accounting and reporting platform and the article 6 database referred to i"
0.0,0.0,0.0,1.0,"i , chapters ii–iii , and to make available a test version by june 2024 with a view to the first version being finalized by june 2025 ; 26. also requests the secretariat , as part of the implementation of the centralized accounting and reporting platform and the article 6 database , to make the det"
0.6249,0.102,0.0,0.898,"ticle 6 databas e and any inputs on improving these systems via the submission portal within eight weeks of the release of the test version ; 28. requests the secretariat to provide an interim solution by january 2023 for the submission of information pursuant to decision 2/cm a.3 , annex , chapter"
0.0,0.0,0.0,1.0,"platform when it is made available , which shall not supersede the performance of the consistency check after this information is submitted ; 30. requests the secretariat to develop and maintain the necessary processes and guidelines for the submission and processing of the information referred to i"
0.3818,0.058,0.0,0.942,"f the centralized accounting and reporting platform in line with the timeline for its implementation referred to in paragraph 25 above ; 31. also requests the secretariat to explore opportunities for streamlining the process of making submissions under articles 6 and 13 , including by integrating th"
0.4588,0.068,0.0,0.932,"eferred to in paragraph 34 below , and to publish relevant outputs in a dedicated area on the centralized accounting and reporting platform ; 33. requests the secretariat , pursuant to decision 2/cma.3 , annex , paragraph 30 , to : ( a ) implement the international registry in accordance with the gu"
0.0,0.0,0.0,1.0,"e secretariat referred to in annex ii , paragraph 1 ( d ) , in relation to the article 6 technical expert review of cooperative a pproaches ; 38. requests the secretariat to prepare a technical paper on options for funding the activities related to the infrastructure and the article 6 technical expe"
0.0,0.0,0.0,1.0,39. takes note of the estimated budgetary implic ations of the activities to be undertaken by the secretariat referred to in this decision ; 40. requests that the actions of the secretariat called for in this decision be undertaken subject to the availability of financial resources . fccc/pa/cma/20
0.5267,0.082,0.0,0.918,"he parties to the paris agre ement at its third session ; 2 7. adopts the rules of procedure of the supervisory body , contained in annex ii ; 8. requests the subsidiary body for scientific and technological advice to continue its consideration of , and to develop , on the basis of the rules , mo da"
0.7003,0.114,0.0,0.886,"st parties to elaborate on and apply national arrangements for the mechanism under the approval and supervision of the supervisory body ; 9. also requests the subsidiary body for scientific and technological advice to continue its consideration of , and to develop , on the basis of the rules , modal"
0.0258,0.025,0.0,0.975,"erver organizations to submit , via the submission portal,3 by 15 march 2023 , their views on the matters referred to in paragraph 9 a bove , and requests the secretariat to prepare a synthesis report on the submissions for consideration by the subsidiary body for scientific and technological advice"
0.0,0.0,0.0,1.0,"ubmissions for consideration by the subsidiary body for scientific and technological advice at its fifty -eighth session ( june 2023 ) ; 11. also requests the secretariat to organize a techni cal expert dialogue , to be held between the fifty -eighth and fifty -ninth ( november –december 2023 ) sess"
