Line,Compound Sentiment Score,Positive Sentiment Score,Negative Sentiment Score,Neutral Sentiment Score
0.6597,0.116,0.0,0.884,"y maintained by the secretariat in accord ance with the modalities and procedures contained in decision 10/cma.1 ; fccc/pa/cma/2018/3/add.1 24 6. invites parties that choose to submit an adaptation communication to do so in time to inform each global stocktake ; 7. also invites parties , according"
0.6597,0.114,0.0,0.886,"a/2018/3/add.1 24 6. invites parties that choose to submit an adaptation communication to do so in time to inform each global stocktake ; 7. also invites parties , according to their national circumstances and capacities , to provide in their adaptation communication information on the elements ref"
0.4019,0.057,0.0,0.943,"of the annex and to provide , as appropriate , additional information on the elements referred to in paragraph ( e –i ) of the annex ; 8. further invites parties to include , as appropriate , ex ante information in their adaptation communication based on the elements identified in the annex ; 9. ac"
0.7579,0.161,0.0,0.839,"a component of or in conjunction with a nationally determined contribution to use the guidance included in this decision , as app ropriate ; 12. invites parties that opt to use a nationally determined contribution consistently with article 4 , paragraph 7 , and in line with paragraph 11 above to p"
0.4019,0.055,0.0,0.945,"submissions referred to in paragraph 17 below and the synthesis report referred to in paragraph 18 below , at its eigh th session ( 2025 ) ; 17. invites parties to submit via the submission portal1 by february 2025 information on their experience with the application of the guidance contained in t"
0.802,0.186,0.0,0.814,"above for consideration by the subsidiary body for implementation at its sixty -second session ( 2025 ) ; 19. urges developed country parties and invites other parties that provide resources on a voluntary basis , united nations o rganizations , specialized agencies and other relevant organizations"
0.8979,0.253,0.0,0.747,"ions as well as bilateral and multilateral agencies to continue to mobilize support for adaptation activities in developing country parties ; 20. invites the global environment facility , in line wit h its existing mandate , to consider channelling support to developing country parties for the prep"
0.4939,0.072,0.0,0.928,"ilding,2 in line with their mandates , to strive for a balance between adaptation and mitigation while respecting a country -driven approach ; 4. invites partner organizations of the nairobi work programme on impacts , vulnerabi lity and adaptation to climate change , in collaboration with the adap"
0.5994,0.117,0.0,0.883,"n -related institutional arrangements , in particular by providing relevant scientific and technical information and sharing knowledg e ; 5. also invites the consultative group of experts and the least developed countries expert group , in line with their mandates , as appropriate , ensuring effici"
0.9246,0.291,0.0,0.709,promoting coherence and synergies with a view to addressing parties ’ evolving adaptation -related needs ; 7. urges developed country parties and invites other parties that provide resources on a voluntary basis to make available sufficient resources for the successful and timely implementation of
0.4019,0.06,0.0,0.94,"the context of national adaptation planning and implementation , and to make the information available on the adaptation knowledge portal ; 3 16. invites parties and observer organizations to submit via the submission portal4 by february 2021 their views and information on the development and appli"
0.4404,0.062,0.0,0.938,ogical advice at its fifty -seventh session ( november 2022 ) in the context of its consideration of the report of the adaptation committee ; 18. invites all relevant entities to further improve the appl icability of existing methodologies and tools for assessing adaptation needs related to action
0.4019,0.066,0.0,0.934,"ing methodologies and tools for assessing adaptation needs related to action , finance , capacity - building and technological support ; 19. also invites the world meteorological organization , through its global framework for climate services , wit h a view to facilitating the development and appl"
0.4019,0.06,0.0,0.94,"ta , and about how it facilitates the provision and dissemination of the most up -to-date climate model predictions and projections ; 20. further invites the paris committee on capacity -building and providers of capacity - building support , as appropriate and in accordance with their mandates , w"
0.4019,0.059,0.0,0.941,"capacity ; iv . methodologies for taking the necessary steps to facilitate the mobilization of support for adaptation in developing countries 21. invites the standing committee on finan ce , in line with its mandate and in collaboration with the technology executive committee and the paris committe"
0.7096,0.134,0.0,0.866,"n the global average temperature referred to in article 2 of the paris agreement , and to include recommendations in its annual report ; 22. also invites parties to further enhance their enabling environments , policy frameworks , institutions and national public financial management systems with a"
0.9001,0.265,0.0,0.735,"international public support , as appropriate , and to enhancing the involvement of the private sector ; 23. urges developed country parties and invites other parties that provide resources on a voluntary basis , united nations entities and other relevant organizations , as well as bilateral and m"
0.6249,0.116,0.0,0.884,"for adaptation , in particular capacity -building , i ncluding as part of the process to formulate and implement national adaptation plans ; 24. invites parties to continue engaging in adaptation planning processes and the implementation of action , including the process to formulate and implement"
0.5859,0.16,0.059,0.781,"gramming their priority climate actions and for tracking and reporting cli mate finance ; 5 as footnote 1 above . fccc/pa/cma/2018/3/add.1 33 26. invites parties and relevant actors to ensure , as appropriate , that steps are taken to identify and subsequently remove perverse incentives that could"
0.8176,0.162,0.0,0.838,"to report on s upport provided and received in line with the reporting instruments and modalities being developed under the paris agreement ; 28. invites the operating entities of the financial mechanism , in line with their mandates , to seek to ensure that the provision of fi nancial support to d"
0.7845,0.176,0.0,0.824,"gy development and transfer for adaptation in developing country parties , promoting a balance between adaptation and mitigation activities ; 30. invites the paris committee on capacity -building to enhance and facilitate the provision of support for capacity -building for adaptation in developing"
0.0,0.0,0.0,1.0,"tion ; 33. also notes that the current state of knowledge is not sufficient to address the mandate6 and requires time and effort to advance ; 34. invites partie s , academia and other relevant stakeholders to undertake further technical work , building on the existing work of the adaptation committ"
0.4019,0.063,0.0,0.937,"under and outside the convention , on developing methodologies for reviewing the adequacy and effectiveness of adaptation and support ; 35. also invites the adaptation committee and the least developed countries expert group , in collaboration with the standing committee on finance , and relevant"
0.8519,0.209,0.0,0.791,"aph 34 above by continuing to compile existing methodologies for reviewing the adequacy and effectiveness of adaptation and support ; 36. further invites parties , united nations entities and other relevant organizations , as well as bilateral and multilateral agencies , to submit by april 2020 to"
0.926,0.244,0.0,0.756,for consideration by the conference of the parties serving as the meeti ng of the parties to the paris agreement at its succeeding session ; 12. invites the conference of the parties to consider the compilation s and syntheses and the summary reports on the in -session workshops referred to in par
0.9538,0.331,0.0,0.669,"ll exclusively serve the paris agreement once the share of proceeds under article 6 , paragraph 4 , of the paris agreement becomes available ; 4. invites the conference of the parties serving as the meeting of the parties to the kyoto protocol to ensure that developing country parties and developed"
0.8225,0.158,0.0,0.842,"m the mechanism esta blished by article 6 , paragraph 4 , of the paris agreement and from a variety of voluntary public and private sourc es ; 6. invites the conference of the parties serving as the meeting of the parties to the kyoto protocol to request the adaptation fund board to consider the ru"
0.7096,0.114,0.0,0.886,"s that efforts related to the implementation of article 12 of the paris agreement will also be referred to as action for climate empowerment ; 2. invites the conference of the parties , when reviewi ng the doha work programme on article 6 of the convention in accordance with decision 15/cp.18 , to"
0.5423,0.123,0.046,0.832,"lly determined contributions , national adaptation plans , long-term low greenhouse gas emission development strategies and climate policies ; 6. invites parti es to develop and implement national strategies on action for climate empowerment in relation to article 12 of the paris agreement taking i"
0.8225,0.167,0.0,0.833,"ies on action for climate empowerment in relation to article 12 of the paris agreement taking into account their national circumstances ; 7. also invites parties and non -party stakeholders to consider relevant act ivities that enhance action for climate empowerment , as referred to in the reports"
0.6597,0.127,0.0,0.873,"universities , the private sector , civil society organizations and youth to scale up the implementation of action for climate empowerment ; 11. invites parties , multilateral and bilateral institutions , private sector and other potential sources to support activities related to the implementatio"
0.7096,0.131,0.0,0.869,"oping states may submit the information referred to in article 13 , paragraphs 7 , 8 , 9 and 10 , of the paris agreement at their discretion ; 5. invites parties and , as appropriate , intergovernmental organizations to nominate technical experts with the relevant qualifications to the unfccc roste"
0.4019,0.055,0.0,0.945,dures and guidelines contained in the annex ; ( c ) a training programme for technical experts participating in the technical expert review ; 13. invites parties to submit their views on the work referred to in paragraph 12 above via the submission portal1 by 31 mar ch 2019 ; 14. notes decision 1/c
0.8834,0.225,0.0,0.775,"rving as the meeting of the parties to the paris agreement that feature global stocktake activities , in accordance with existing practices ; 12. invites developed country parties to mobilize support for capacity -building so that the least developed countries , small island developing states and o"
0.8625,0.209,0.0,0.791,"ng , including for assessing collective progress , and to take the necessary steps for the consideration of inputs as they become available ; 17. invites parties to present their nationally determined contributions , informed by the outcome of the global stocktake , at a special event held under th"
0.0,0.0,0.0,1.0,eld after the deadline for submission of inputs referred to in paragraph 19 above and prior to the commencement of the technical assessment ; 22. invites the secretariat to start compiling for the technical assessment the most up -to- date inputs from the sources identified in paragraph 37 below tw
0.4939,0.074,0.0,0.926,nt information identified in paragraph 36 ( b ) below ; ( d ) a synthesis report on the inform ation identified in paragraph 36 ( d ) below ; 24. invites the relevant constituted bodies and forums and other institutional arrangements under or serving the paris agreement and/or the convention2 to pr
0.296,0.064,0.036,0.9,relevant repo rts from regional groups and institutions ; ( i ) submissions from non -party stakeholders and unfccc observer organizations ; 38. invites the subsidiary body for scientific and technological advice to complement the non -exhaustive lists in paragraphs 3 6 and 3 7 above at its sessio
0.4019,0.242,0.194,0.564,"and practical manner ; 13. encourages parties to establish a loss and damage contact point through their respective national focal point ; 5 14. invites parties to promote coherence in approaches to averting , minimizing and addressing loss and damage when formulating and implementing relevant nat"
-0.5574,0.096,0.169,0.735,"ternational processes , such as the 2030 agenda for sustainable development and the sendai framework for disaster risk reduction 2015 –2030 ; 23. invites the executive committee , acknowledging the need to strengthen risk assessment , to engage relevant experts and collect and disseminate informati"
0.4404,0.081,0.0,0.919,"e ; ( c ) resources available for supporting such approaches ; ( d ) monitoring systems for assessing the effectiveness of these approaches ; 27. invites relevant organizations and other stakeholders to collaborate with the executive committee , including through strategic partnerships , in develop"
-0.3818,0.103,0.153,0.744,"se effects of climate change for averting , minimizing and addressing loss and damage associated with the adverse effects of climate change ; 36. invites parties to make use of available support relevant for averting , minimizing and addressing impacts related to extreme weather events , slow onset"
-0.2484,0.057,0.099,0.844,"t the local , national and regional level in developing countries that are particularly vulnerable to the adverse effects of climate change ; 44. invites the organizations , bodies , networks and experts referred to in paragraph 43 above engaged in providing tec hnical assistance to developing coun"
0.4939,0.068,0.0,0.932,. also d ecides that the priority areas and activities of the paris committee on capacity - building are those contained in decision 9/cp.25 ; 5. invites the paris committee on capacity -building to work c losely with other constituted bodies under the convention and the paris agreement to address
0.5423,0.103,0.0,0.897,". underscores the important contribution of the standing committee on finance in relation to the operational definitions of climate finance , and invites parties to submit via the submission portal,6 by 30 april 2020 , their views on the operational definitions of climate 1 fccc/cp/2019/10−fccc/pa/"
0.6597,0.114,0.0,0.886,"and transfer at different stages of the techn ology cycle and achieving a balance between support for mitigation and support for adaptation ; 8. invites the board of the green climate fund to continue providing financial resources for activities relevant to averting , minimizing and addressing los"
0.6486,0.105,0.0,0.895,"mate finance architecture , welcomes the new pledges made at this session , urges all contributors to fulfil their pledges in a timely manner and invites the contributors to ensure the sustainability of the resources of the fund ; 41. highlights the role of the least developed countries fund and th"
0.6808,0.113,0.0,0.887,"cial climate change fund in supporting actions by developing countries to address climate change , welcomes the pledges made to the two funds and invites developed countries to further contribute to the two funds ; 42. requests the standing committee on finance to prepare a report on the doubling o"
0.0772,0.061,0.054,0.884,"t everyone on earth through universal coverage of early warning systems against extreme weather and climate change within the next five years and invites development partners , international financial institutions and the operating entities of the financial mechanism to provide support for implemen"
0.875,0.256,0.0,0.744,"reams/needs -report . 19 see https : //unfccc.int/ttclear/tec/documents.html . fccc/pa/cma/2022/ 10/add.1 10 convention and the paris agreement , invites parties and stakeholders to cooperate and engage with the technology executive committee and the climate technology centre and network to support"
0.4215,0.108,0.052,0.84,"g by fully implementing the lima work programme on gender and its gender action plan , to raise clima te ambition and achieve climate goals ; 86. invites parties to provide support to developing countries for undertaking gender - related action and implementing the gender action plan ; 87. recogniz"
0.7845,0.168,0.0,0.832,"ransparency and accountability related to , and progress in ach ieving , the climate pledges of businesses , investors , cities and regions ; 93. invites the secretariat to ensure greater accountability of voluntary initiatives through the non -state actor zone for climate action platform ; 23 94."
0.4019,0.057,0.0,0.943,"ished prior to each subsequent workshop for consideration at the fifty-ninth sessions of the subsidiary b odies ( november –december 2023 ) ; 16. invites parties and observers to submit by the end of february 2023 , via the submission portal,6 their contributions to and views on the workshops to be"
0.6597,0.097,0.0,0.903,"6 their contributions to and views on the workshops to be held in 2023 , including questions related to the themes of those works hops ; 17. also invites parties and observers that wish to do so to submit over the course of 2023 , via the submission portal , additional views on the workshops to be"
0.6597,0.099,0.0,0.901,"kshops to be held in 2023 , noting that views pertaining to a specific workshop should be submitted three we eks in advance thereof ; 18. further invites parties and observers that wish to do so , following the final workshop in 2023 , to submit their views on the outcomes of and work conducted und"
0.0,0.0,0.0,1.0,t al . ( eds. ) . cambridge : cambridge university press . available at https : //www.ipcc.ch/report/ar6/wg2/ . fccc/pa/cma/2022/ 10/add.1 21 21. invites the intergovernmental panel on climate change to consider updating its 1994 technical guidelines for asses sing climate change impacts and adapta
0.4019,0.06,0.0,0.94,"94 technical guidelines for asses sing climate change impacts and adaptation8 as part of its seventh assessment cycle , as appropriate ; 22. also invites the adaptation committee , with the support of the secretariat , the intergovernmental panel on climate change , as appropriate , and other rele"
0.6783,0.165,0.053,0.783,"ional climate finance providers direct finance flows towards sup porting areas of opportunity to enhance mitigation in this critical decade ; 12. invites parties , observers and other non -party stakeholders to submit via the submission portal2 by 1 february 2023 and every year thereafter suggested"
0.9217,0.286,0.0,0.714,"2 above , will decide on and communicate by 1 march 2023 and every year thereafter the topics to be discussed at each dialogue in that year ; 14. invites parties , observers and other non -party stakeholders to submit their views on opportunities , best practices , actionable solutions , challenges"
0.8225,0.147,0.0,0.853,deration and adoption by the conference of the parties serving as the meeting of the parties to the paris agreement at each of its sessions ; 17. invites the co -chairs of the work programme to make a presentation on the annual report referred to in paragraph 15 above at the annual high -level mini
0.128,0.052,0.042,0.906,( no vember – december 2023 ) and at the high -level ministerial dialogue on the new collective quantified goal on climate finance in 2023 ; 12. invites parties to submit views on the issues to be addressed as part of the workplan referred to in paragraph 11 ( a ) above vi a the submission portal
0.9186,0.264,0.0,0.736,"to facilitate inclusive participation of all parties , in particular developing country parties , and balanced geographical representation ; 15. invites the president of the fifth session of the conference of the parties serving as the meeting of the parties to the paris agreement to organize the"
0.4019,0.063,0.0,0.937,"decides that article 6 technical expert review teams will follow the article 6 technical expert review report outline contained in annex iii ; 8. invites parties and , as appropriate , in tergovernmental organizations to nominate technical experts with the relevant qualifications to the unfccc rost"
0.7003,0.121,0.0,0.879,"blish the information on the centralized accounting and reporting platform in a disaggregated manner in respect of each participating party ; 14. invites the committee referred to in article 15 , paragraph 2 , to liaise with the article 6 lead reviewers referred to in annex ii , chapter xi.c , as n"
0.6908,0.13,0.0,0.87,rties may face in addressing different elements of the initial report and to support the identification of related capacity -building needs ; 19. invites parties to submit their views on potential challenges in the preparat ion of the reporting on elements listed in the initial report via the submi
0.0,0.0,0.0,1.0,"referre d to in paragraph 19 above on potential considerations in the preparation of the reporting on elements listed in the initial report ; 21. invites the subsidiary body for scientific and technological advice to reflect , at its fifty-eighth session , on the outcome s of the workshop referred"
0.743,0.151,0.0,0.849,hnological advice to allow parties t o provide views thereon via the submission portal within four weeks of publication of the requirements ; 27. invites parties to submit views on their experience with the test version of the centralized accounting and reporting platform and the article 6 databas
0.4939,0.11,0.0,0.89,"paragraph 42 of the rules , modalities and proc edures , including its timing , relevant information on the authorization and any revisions ; 10. invites parties and admitted observer organizations to submit , via the submission portal,3 by 15 march 2023 , their views on the matters referred to in"
0.8934,0.241,0.0,0.759,"from the conference of the parties serving as the meeting of the parties to the paris agreement in decision 3/cma.3 , paragraph 6 ( c –d ) ; 19. invites parties and admitted observer organizations to submit , via the submission portal , by 15 march 2023 , their views on activities involving remova"
0.8225,0.185,0.0,0.815,"itation and matching to identify , develop and implement non -market approaches and record the information on the unfccc web -based platform ; 8. invites interested parties , relevant bodies , institutional arrangements and processes under the convention and the paris agreement related to , inter a"
0.8225,0.163,0.0,0.837,"as the meeting of the parties to the paris agreement , as appropriate ; iv . enhanced networking and collaboration on non -market appr oaches 17. invites parties to use , as appropriate , spin -off groups during the meetings of the glasgow committee on non -market approaches to enable more detailed"
0.4019,0.058,0.0,0.942,ourse relevant o utcomes from the glasgow –sharm el -sheikh work programme on the global goal on adaptation referred to in decision 7/cma.3 ; 11. invites developed country parties to provide financial resources to enable the secretariat to develop and implement the training cours e in a timely mann
0.7478,0.149,0.0,0.851,"t it does not have a potential conflict of interest in the selection process , including by applyi ng appropriate safeguards and procedures ; 20. invites the executive committee to designate four of its members , the climate technology centre and network advisory board and the paris committee on ca"
0.5859,0.112,0.0,0.888,"( d ) above , to consider the proposals , ensuring that there is a balanced representation of developed and developing country parties ; 21. also invites the panel to consult , as appropriate , with other constit uted bodies with relevant expertise , including in particular the adaptation committee"
0.7003,0.119,0.0,0.881,"recommending it for consideration and approval by the governing body or bodies at their session ( s ) to be held in november –december 2023 ; 25. invites parties to inform the santiago network secretariat of their liaison to the santiago network secretariat , as appropriate for their national circu"
0.8834,0.204,0.0,0.796,y the conference of the parties serving as the meeting of the parties to the paris agreement at its fifth session ( november –december 2023 ) and invites parties and stakeholders in the financial sector to make further submissions thereon via the submission portal3 by 30 april 2023 ; 5. requests th
0.4939,0.071,0.0,0.929,"orest carbon stocks , sustainably managing forests and enhancing forest carbon stock s , in accordance with article 5 of the paris agreement ; 6. invites the board to take further action in relation to the fund ’ s approach to financing alternative policy approaches to results -based payments , suc"
0.8126,0.177,0.0,0.823,"d predictability of adaptation finance , taking into account the role of the adaptation fund in delivering dedicated support for adaptation ; 10. invites developed country parties , including in the context of decision 1/cma.3 , paragraphs 16 –18 , to scale up their financial contributions to the a"
-0.4215,0.136,0.152,0.711,"continue this work to streamline access modalities for project approval and the interoperability of reporting requirements , as appropriate ; 21. invites the board to adopt a policy on safeguarding against sexual e xploitation and abuse and sexual harassment . 10th plenary meeting 20 november 2022"
0.5859,0.098,0.0,0.902,. welcomes the collaboration of the technology executive committee and the climate technology centre and network in their joint work in 20222 and invites them to continue under taking joint work and enhance their exchange of systematic feedback with a view to ensuring coherence and synergy and effe
0.4939,0.102,0.0,0.898,"on , water – energy –food systems , energy systems , buildings and infrastructure , business and industry , and technology needs assessmen t ; 5. invites the technology executive committee and the climate technology centre and network to jointly pursue collaborat ive partnerships and strategic enga"
0.6486,0.112,0.0,0.888,lication and fragmentation of efforts in the area of innovation ; i. activities and performance of the technology executive committee in 2022 15. invites parties and relevant stakeholders to consi der the relevant key messages and the implementation of recommendations of the technology executive co
0.0,0.0,0.0,1.0,eholders to consi der the relevant key messages and the implementation of recommendations of the technology executive committee for 2022 and also invites the technology executive committee and the climate technology centre and network to consider the recommendations address ed directly to them ; 16
0.7351,0.159,0.0,0.841,the technology mechanism in supporting the implementation of the paris agreement on matters relating to technology developmen t and transfer1 and invites the technology executive committee and the climate technology centre and network to implement the recommendations therein when undertaking the jo
0.802,0.177,0.0,0.823,"for implementing their respective mandates and providing support to developing countries in impl ementing mitigation and adaptation action ; 3 7. invites parties , the technology executive committee and the climate technology centre and network to explore ways of providing enhanced technical and lo"
0.8271,0.179,0.0,0.821,"he annual technical progr ess report of the paris committee on capacity - building for 20221 and takes note of the recommendations therein ; 2 2. invites parties , as appropriate , the operating entities of the financial mechanism , the constituted bodies under the paris agreement , united nations"
0.7964,0.159,0.0,0.841,the launch of the paris committee on capacity -building toolkit to assess capacity -building gaps and needs to implement the paris agreement6 and invites parties and relevant institutions to consider using the toolkit to support their capacity gaps and needs assessment efforts ; 9. welcomes the con
0.8225,0.173,0.0,0.827,"ans ; 7 11. notes that capacity gaps and needs still exist in developing countries pertaining to the implementat ion of the paris agreement ; 12. invites parties and relevant institutions , as appropriate , to provide support and resources to the paris committee on capacity -building for implementi"
0.7783,0.174,0.0,0.826,"asure s by parties ; ( b ) activities 2 , 3 , 4 , 5 and 11 respectively of the workplan of the forum and its katowice committee on impacts ; 3 4. invites parties , observer organizations and stakeholders to implement the recommendations in sections i –vi below , as applicable ; 5. requests the foru"
0.4019,0.053,0.0,0.947,"s been carried out by the katowice committee on impacts and notes that further regional workshops on activity 3 can be decided by the forum ; 13. invites parties and observers to submit via the submission portal by april 2023 their views and guiding questions for the review of the functions , work"
0.0,0.0,0.0,1.0,ge sixth assessment report1 and the recent global and regional reports on the state of the climate from the world meteorological organization and invites the intergovernmental panel on climate change to present its forthcoming reports to the subsidiary body for scientific and technological advice i
0.8807,0.227,0.045,0.728,ill start immediately after the third session of the conference of the parties serving as the meeting of the parties to the paris agreement ; 13. invites the intergovernmental panel on climate change to present to the conference of the parties serving as the meeting of the parties to the paris agre
0.91,0.278,0.0,0.722,"equacy and predictability of adaptation finance , including the value of the adaptation fund in delivering dedicated support for adaptation , and invites developed country parties to consider multi -annual ple dges ; fccc/pa/cma/2021/10/add.1 4 17. welcomes the recent pledges made by many developed"
0.8779,0.198,0.0,0.802,"s agreement towards just transitions to net zero emissions by or around mid-century , taking into account di fferent national circumstances ; 33. invites parties to update the strategies referred to in paragraph 32 above regularly , as appropriate , in line with the best available science ; 34. req"
-0.3597,0.103,0.151,0.746,"pport to the poorest and most vulnerable in line with national circumstances and recognizing the need for support towards a just transition ; 37. invites parties to consider further actions to reduce by 2030 no n-carbon dioxide greenhouse gas emissions , including methane ; 38. emphasizes the impor"
0.8658,0.215,0.0,0.785,also welcomes the joint annual reports of the technology executive committee and the climate technology centre and network for 2020 and 20216 and invites the two bodies to strengthen their collaboration ; 60. emphasizes the importance of strengthening cooperative action on technology development an
0.8555,0.226,0.045,0.729,country parties ; viii . collaboration 86. notes the urgent need to close the gaps in implementation towards the goals of the paris agreement and invites the secretary -general of the united nations to convene world leaders in 2023 to consider ambition to 2030 ; 87. recognizes the importance of int
0.4939,0.121,0.056,0.823,"de emissi on avoidance ; 1 “ article ” refers to an article of the paris agreement , unless otherwise specified . fccc/pa/cma/2021/10/add.1 12 4. invites submissions from parties on options for the tables and outlines for the information required pursuant to chapter iv of the annex ( reporting ) by"
0.4019,0.055,0.0,0.945,"nce of , and the relevant reports are provided to , the technical expert review referred to in chapter vii of the annex to decision 18/cma.1 ; 8. invites submissions from parties on options for implementing the infrastructure requirements referred to in chapter vi of the annex ( recording and track"
0.8834,0.212,0.0,0.788,"c impacts , especially on developing country parties , resul ting from activities under article 6 , paragraph 2 , as requested by the forum ; 17. invites the adaptation fund to report in its annual reports to the conference of the parties serving as the meeting of the parties to the paris agreement"
0.836,0.178,0.0,0.822,2021/10/add.1 14 19. requests that the actions called for in this decision be undertaken subject to the availability of financial resources ; 20. invites parties to make contributions to the trust fund for supplementary activities for operationalizing the guida nce and for supporting the workshops
0.0,0.0,0.0,1.0,body that will supervise the mechanism with its membership and rules of procedure as set out in the annex and names it the supervisory body ; 3. invites the nomination of members and alternate members for the supervisory body pursuant to paragraph 9 of the annex ; 4. decides that at least two meet
0.7184,0.122,0.0,0.878,"this decision ; 16. requests that the actions called for in this decision be underta ken subject to the availability of financial resources ; 17. invites parties to make contributions to the trust fund for supplementary activities for the purpose of operationalizing the mechanism , which shall be r"
0.8402,0.213,0.0,0.787,"ty organizations to actively engage in the research , development and implementation of non - market approaches ; fccc/pa/cma/2021/10/add.1 42 6. invites parties and observers to submit via the submission portal1 by 28 february 2022 views and information on : ( a ) existing relevant non -market app"
0.7184,0.133,0.0,0.867,t his decision ; 12. requests that the actions called for in this decision be undertaken subject to the availability of financial resources ; 13. invites parties to make contributions to the trust fund for supplementary activities for implementing the work programme . 1 https : //www4.unfccc.int/si
0.4019,0.055,0.0,0.945,"of the reporting tools at its fifty - seventh session ( november 2022 ) and at each subsequent session until the tools have been finalized ; 10. invites parties to submit their views on the ir experience with the test version of the reporting tools , including experience with integrating the tools"
0.34,0.055,0.0,0.945,secretariat to facilitate interoperability between the reporting tools and the intergovernmental panel on climate change inventory software ; 20. invites the intergovernmental panel on climate change to engage in the work referred to in paragraph 19 above ; 21. also invites the intergovernmental pa
0.34,0.051,0.0,0.949,inventory software ; 20. invites the intergovernmental panel on climate change to engage in the work referred to in paragraph 19 above ; 21. also invites the intergovernmental panel on climate change to organize a technical training workshop in the second half of 2024 on its inventory software and
0.886,0.212,0.0,0.788,tion by the conference of the parties serving as th e meeting of the parties to the paris agreement at its fourth session ( november 2022 ) ; 39. invites parties to submit their views on the matters identified in paragraph 38 above via the submission portal2 by 30 april 2022 ; 40. also invites the
0.8225,0.179,0.0,0.821,"39. invites parties to submit their views on the matters identified in paragraph 38 above via the submission portal2 by 30 april 2022 ; 40. also invites the committee to facilit ate implementation and promote compliance referred to in article 15 , paragraph 2 , of the paris agreement to liaise wit"
0.7351,0.167,0.0,0.833,"when identifying cases of significant and persistent inconsistencies referred to in decision 20/cma.1 , annex , paragraph 22 ( b ) ; 41. further invites developed country parties , and other parties on a voluntary basis , to provide financial resources to enable the secretariat to provide timely a"
0.6597,0.116,0.0,0.884,ject proposals in order to receive financial support from the global environment facility for preparing their biennial transparency reports ; 47. invites the consultative group of experts to take into account paragraph 1 above in its efforts to support implementation of the enhanced transparency fr
0.0,0.0,0.0,1.0,gramme will be carried out jointly by the subsidiary body for scientific and technological advice and the subsidiary body for implementation ; 5. invites the subsidiary bodies to carry out the work programme with contributions from the current and incoming presidencies of the conference of the part
0.4019,0.054,0.0,0.946,"rsessional workshops and two workshops in conjunction with the sessions of the subsidiary bodies , starting at the ir fifty -sixth sessions ; 13. invites parties to submit via the submission portal,5 by 30 april 2022 , views on how to achieve the objectives referred to in paragraph 7 above under th"
0.0,0.0,0.0,1.0,"ubmission portal,5 by 30 april 2022 , views on how to achieve the objectives referred to in paragraph 7 above under the work programme ; 14. also invites the chairs of the subsidiary bodies to select themes for the workshops referred to in paragraph 12 above on the basis of the submissions referred"
0.9451,0.281,0.0,0.719,"bsidiary bodies coinciding with the sessions of the conference of the parties ser ving as the meeting of the parties to the paris agreement ; 17. invites the subsidiary bodies to report annually to the conference of the parties serving as the meeting of the parties to the paris agreement , taking i"
