Line,Compound Sentiment Score,Positive Sentiment Score,Negative Sentiment Score,Neutral Sentiment Score
0.3818,0.055,0.0,0.945,ts the standard electronic format for reporting kyoto protocol units and the reporting instructions for the second commitment period contained in annex ii for reporting in accordance with paragraph 11 of the annex to decision 15/cmp.1 ; 13. decides that each p arty included in annex i with a quantif
0.5106,0.122,0.046,0.831,"e purpose of the second commitment period , total cancellations of aaus cancelled under article 3 , paragraph 7 ter . fccc/kp/cmp/2015/8/add.1 18 annex ii standard electronic format for reporting information on kyoto protocol units1 i. general reporting instructions 1. each party included in annex i"
0.6486,0.105,0.0,0.895,"apply and parties shall report kyoto protocol units in accordance with the standard electronic format and reporting instructions as contained in annex ii . 2. for the purpose of the second commitment period , paragraph 18 of the annex to decision 15/cmp.1 shall be replaced with the following paragr"
0.0,0.0,0.0,1.0,"quired under article 7 ” in paragraphs 50 ( a ) and 69 of the annex to decision 22/cmp.1 shall be read as reference to “ the guidance included in annex ii to decision 2/cmp.8 and in decision 6/cmp.9 ” ; ( l ) reference to “ section i.d , greenhouse gas inv entory information , of the guidelines for"
0.0,0.0,0.0,1.0,the information required under article 7 ” in paragraph 51 of the annex to decision 22/cmp.1 shall be read as reference to “ guidance included in annex ii to decision 2/cmp.8 and in decision 6/cmp . 9 ” ; ( m ) reference to “ section i.e of the annex to decision 15/cmp.1 ” in paragraphs 88 ( a ) and
0.8402,0.192,0.0,0.808,"the “ good practice guidance and adjustments under article 5 , p aragraph 2 , of the kyoto protocol ” for the second commitment period set out in annex ii ; 6. clarifies that for the purpose of the second commitment period , the adjustments referred to in paragraph 5 above are not applicable to the"
0.25,0.103,0.064,0.833,"eviewed inventories in which the source was estimated ; ( b ) an annex i party has failed to provide supplementary information in accordance with annex ii to decision 2/cmp.8 and decision 6/cmp.9 . 18. for the purpose of the second commitment period , paragraphs 61 –63 of the annex to decision 22/cm"
0.6705,0.113,0.0,0.887,"ted and accounted in line with 2013 revised supplementary methods and good practice guidance arising from the kyoto protocol , decision 2/cmp.7 , annex ii to decision 2/cmp.8 and decision 6/cmp.9 . 20. for the purpose of the second commitment period , paragraph 69 ( d ) ( i ) of the annex to decisio"
0.6808,0.126,0.0,0.874,"delines and the wetlands supplement , for parties that have elected to account for wetland drainage and rewetting ” . fccc/kp/cmp/2015/8/add.1 39 annex ii revisions to the good practice guidance and adjustments under article 5 , paragraph 2 , of the kyoto protocol 1. paragraphs 1 and 2 of decision 2"
0.1779,0.039,0.0,0.961,"und for the international transactio n log ; 7. adopts the fees for the international transaction log for the biennium 2016 –2017 as contained in annex ii . 1 fccc/sbi/2015/3 . 2 recognizes that , in accordance with decision 13/cp.20 , three operational ap proaches may be used for implementing the t"
0.4019,0.058,0.0,0.942,0.055 0.055 yemen 0.010 0.013 0.013 zambia 0.006 0.008 0.008 zimbabwe 0.002 0.003 0.003 total 77.506 100.000 100.000 fccc/kp/cmp/2015/8/add.2 23 annex ii [ english only ] fees for the international transaction log for the biennium 2016 –2017 party fees for 2016 ( eur ) fees for 2017 ( eur ) scale o
0.3818,0.055,0.0,0.945,ts the standard electronic format for reporting kyoto protocol units and the reporting instructions for the second commitment period contained in annex ii for reporting in accordance with paragraph 11 of the annex to decision 15/cmp.1 ; 13. decides that each p arty included in annex i with a quantif
0.5106,0.122,0.046,0.831,"e purpose of the second commitment period , total cancellations of aaus cancelled under article 3 , paragraph 7 ter . fccc/kp/cmp/2015/8/add.1 18 annex ii standard electronic format for reporting information on kyoto protocol units1 i. general reporting instructions 1. each party included in annex i"
0.6486,0.105,0.0,0.895,"apply and parties shall report kyoto protocol units in accordance with the standard electronic format and reporting instructions as contained in annex ii . 2. for the purpose of the second commitment period , paragraph 18 of the annex to decision 15/cmp.1 shall be replaced with the following paragr"
0.0,0.0,0.0,1.0,"quired under article 7 ” in paragraphs 50 ( a ) and 69 of the annex to decision 22/cmp.1 shall be read as reference to “ the guidance included in annex ii to decision 2/cmp.8 and in decision 6/cmp.9 ” ; ( l ) reference to “ section i.d , greenhouse gas inv entory information , of the guidelines for"
0.0,0.0,0.0,1.0,the information required under article 7 ” in paragraph 51 of the annex to decision 22/cmp.1 shall be read as reference to “ guidance included in annex ii to decision 2/cmp.8 and in decision 6/cmp . 9 ” ; ( m ) reference to “ section i.e of the annex to decision 15/cmp.1 ” in paragraphs 88 ( a ) and
0.8402,0.192,0.0,0.808,"the “ good practice guidance and adjustments under article 5 , p aragraph 2 , of the kyoto protocol ” for the second commitment period set out in annex ii ; 6. clarifies that for the purpose of the second commitment period , the adjustments referred to in paragraph 5 above are not applicable to the"
0.25,0.103,0.064,0.833,"eviewed inventories in which the source was estimated ; ( b ) an annex i party has failed to provide supplementary information in accordance with annex ii to decision 2/cmp.8 and decision 6/cmp.9 . 18. for the purpose of the second commitment period , paragraphs 61 –63 of the annex to decision 22/cm"
0.6705,0.113,0.0,0.887,"ted and accounted in line with 2013 revised supplementary methods and good practice guidance arising from the kyoto protocol , decision 2/cmp.7 , annex ii to decision 2/cmp.8 and decision 6/cmp.9 . 20. for the purpose of the second commitment period , paragraph 69 ( d ) ( i ) of the annex to decisio"
0.6808,0.126,0.0,0.874,"delines and the wetlands supplement , for parties that have elected to account for wetland drainage and rewetting ” . fccc/kp/cmp/2015/8/add.1 39 annex ii revisions to the good practice guidance and adjustments under article 5 , paragraph 2 , of the kyoto protocol 1. paragraphs 1 and 2 of decision 2"
0.1779,0.039,0.0,0.961,"und for the international transactio n log ; 7. adopts the fees for the international transaction log for the biennium 2016 –2017 as contained in annex ii . 1 fccc/sbi/2015/3 . 2 recognizes that , in accordance with decision 13/cp.20 , three operational ap proaches may be used for implementing the t"
0.4019,0.058,0.0,0.942,0.055 0.055 yemen 0.010 0.013 0.013 zambia 0.006 0.008 0.008 zimbabwe 0.002 0.003 0.003 total 77.506 100.000 100.000 fccc/kp/cmp/2015/8/add.2 23 annex ii [ english only ] fees for the international transaction log for the biennium 2016 –2017 party fees for 2016 ( eur ) fees for 2017 ( eur ) scale o
0.7964,0.176,0.0,0.824,", capacity -building activities in countries wit h economies in transition that are currently receiving support ; 3. invites parties included in annex ii to the convention and other parties in a position to do so , the global environment facility , multilateral and bilateral agencies , internationa"
0.1779,0.032,0.0,0.968,"3. adopt the workplan of the forum on the impact of the implementation of response measures and its katowice committee on impacts as contained in annex ii ; 4. decide that the forum on the impact of the implementation of response measures , in the context of the impleme ntation of the workplan , may"
0.7506,0.125,0.0,0.875,"paris agreement , the provision of the convention , the kyoto protocol or the paris agreement shall take precedence . fccc/kp/cmp/2019/8/add.1 14 annex ii workplan of the forum on the impact of the implementa tion of response measures and its katowice committee of experts on the impacts of the imple"
0.6597,0.116,0.0,0.884,"arning and broadening the impact of capacity -building activities in countries with economies in transition ; 5. also invites parties included in annex ii to the convention and other parties in a position to do so , the global environment facility , multilateral and bilateral agencies , internationa"
0.6124,0.113,0.0,0.887,"and invite parties to implement them , as ap plicable ; 6. adopt the revised rules of procedure of the katowice committee on impacts contained in annex ii ; 7. recall decision 7/cma.1 and the functions of the forum and note that the forum , when considering the annual reports of the katowice committ"
0.0,0.0,0.0,1.0,"dies/constituted -bodies/kci . 2 see https : //unfccc.int/topics/mitigation/workstreams/response -measures/workshops -and-events . 3 contained in annex ii to decisions 4/cp.25 , 4/cmp.15 and 4/cma.2 . 4 decision 4/cma.2 , annex i. fccc/kp/cmp/2021/ 8/add.1 19 10. request the secretariat to organize"
0.4019,0.053,0.0,0.947,es . th is will enable parties to carry out their own assessments and analyses of the impacts of response measures . fccc/kp/cmp/2021/ 8/add.1 21 annex ii revised rules of procedure of the katowice committee of experts on the impacts of the implementation of response measures i. scope 1. these rules
0.0,0.0,0.0,1.0,"eview at the fifty -eighth sessions of the subsidiary bodies ( june 2023 ) ; 1 document kci/2019/2/4 . 2 document fccc/sb/2022/6 . 3 contained in annex ii to decisions 4/cp.25 , 4/cmp.15 and 4/cma.2 . 4 available at https : //unfc cc.int/documents/624251 . the content of the note does not represent"
0.8074,0.181,0.0,0.819,"tion of effective policies ; 5 https : //www4.unfccc.int/sites/submissionsstaging/pages/home.aspx . 6 activity e of the workplan as c ontained in annex ii to decisions 4/cp.25 , 4/cmp.15 and 4/cma.2 . 7 identify country -driven strategies and best practices on just transition of the workforc e and c"
0.4767,0.072,0.0,0.928,"w of the ambitious nature of that workplan . 10th plenary meeting 10 december 2015 1 fccc/sb/2015/3 . 2 as contained in document fccc/sb/2014/4 , annex ii . 3 the 2nd meeting of the executive committee is scheduled to take place on 2 –5 february 2016. fccc/cp/2015/10/add.2 3 decision 3 /cp.21 report"
0.4019,0.072,0.0,0.928,"to the availability of financial resources . 10th plenary meeting 10 december 2015 1 fccc/sb/2015/2 . 2 as contained in document fccc/sb/2012/3 , annex ii . fccc/cp/2015/10/add.2 4 decision 4/cp.21 national adaptation plans the conference of the parties , recalling decisions 1/cp.16 , 3/cp.17 , 5/cp"
0.0,0.0,0.0,1.0,"annex . 6 fccc/sbi/2015/inf.6 , fccc/sbi/2015/inf.11 and fccc/sbi/2015/inf.14 . 7 based on the questions contained in document fccc/sbi/2015/10 , annex ii . fccc/cp/2015/10/add.2 6 from relevant events , including the nap expos , and information from other relevant sources ; ( d ) to request the lea"
0.0,0.0,0.0,1.0,"reference for the review of 1 fccc/cp/2015/8 . 2 as contained in document fccc/cp/2015/ 8 , annex x . 3 as contained in document fccc/cp/2015/8 , annex ii . fccc/cp/2015/10/add.2 9 the functions of the standing committee on finance by 21 september 2016,4 for compilation by the secretariat into a mis"
0.4019,0.058,0.0,0.942,"ircumstances , when preparing and submitting their biennial reports in 2018 in accordance with decision 2/cp.17 ; 9. requests parties included in annex ii to the convention to continue to provide inform ation on the underlying assumptions and the methodologies used in their biennial reports ; 10. al"
-0.4588,0.059,0.126,0.815,"ss and damage associated with the adverse effects of climate change , as provided for in decision 2/cp.19 ; 1 fccc/sb/2016/3 . 2 fccc/sb/2014/4 , annex ii . 3 contained in document fccc/sb/2016/3 , annex i. fccc/cp/2016/ 10/add.1 9 5. invites parties and relevant organizations to submit views and re"
0.8225,0.256,0.0,0.744,"aptation communications could constitute a good opportunity for supporting the scaling up of adaptation finance ; 1 see document fccc/cp/2016/8 , annex ii . 2 available at < http : //www4.unfccc.int/submissions/lists/ospsubmissionupload/261_295_131233554162587561 - roadmap % 20to % 20the % 20us $ 10"
0.886,0.228,0.0,0.772,ons development programme . a includes commitments approved during 2013 and 2014. almost all contributions are contributed by parties included in annex ii to the convention ( annex ii parties ) . the values do not reflect pledges to the green c limate fund amounting to usd 10.2 billion by the end of
0.886,0.22,0.0,0.78,includes commitments approved during 2013 and 2014. almost all contributions are contributed by parties included in annex ii to the convention ( annex ii parties ) . the values do not reflect pledges to the green c limate fund amounting to usd 10.2 billion by the end of 2014. b from annex ii partie
0.9349,0.269,0.0,0.731,tion ( annex ii parties ) . the values do not reflect pledges to the green c limate fund amounting to usd 10.2 billion by the end of 2014. b from annex ii parties to parties not included in annex i to the convention ( non -annex i parties ) . values are derived by excluding climate finance to partie
0.9274,0.262,0.0,0.738,"ovided by mdbs from their own resources to arrive at climate finance provided to non -annex i parties , and by attributing 85 per cent of this to annex ii parties . c from annex ii parties to non -annex i parties . d from annex ii parties as well as czechia , poland , slovakia and slovenia . figure"
0.9274,0.271,0.0,0.729,"own resources to arrive at climate finance provided to non -annex i parties , and by attributing 85 per cent of this to annex ii parties . c from annex ii parties to non -annex i parties . d from annex ii parties as well as czechia , poland , slovakia and slovenia . figure 2 characteristics of publi"
0.9274,0.276,0.0,0.724,"d to non -annex i parties , and by attributing 85 per cent of this to annex ii parties . c from annex ii parties to non -annex i parties . d from annex ii parties as well as czechia , poland , slovakia and slovenia . figure 2 characteristics of public finance in developing countries for 2013 –2014 c"
0.0,0.0,0.0,1.0,"cument fccc/sb/2013/1 , paragraph 3 . 3 technology executive committee document tec/2016/12/13 -an . available at < https : //goo.gl/nybgmc > . 4 annex ii to fccc/sb/2016/1 . fccc/cp/2016/10/add . 2 6 technology financing , south –south cooperation and triangular cooperation on technologies for adap"
0.4588,0.067,0.0,0.933,"ncluded i ts consideration of the outcome of the first round of the international assessment and review process referred to in decision 2/cp.17 , annex ii , paragraph 12 , recalling decision 2/cp.17 , paragraph 26 , 1. welcome s the implementation of the first round of the international assessment a"
0.0258,0.09,0.068,0.841,"ph 26 , 1. welcome s the implementation of the first round of the international assessment and review process , as outlined in decision 2/cp.17 , annex ii , paragraph 3 ; 2. invite s parties1 to submit by 1 march 2017 their views on the revision of the modalities and procedures for international ass"
0.8316,0.205,0.0,0.795,"es the urgency of enhanced ambition in order to ensure the highest possible mitigation and adaptation efforts by all parties ; 4 fccc/cp/2018/8 , annex ii . fccc/cp/2018/10/add.1 5 15. recognizes the urgent need to enhance the provision of finance , technology and capacity -building support by devel"
0.6124,0.143,0.0,0.857,"rt to developing country parties for their adaptation and mitigation actions in relation to holding the increase in the global 1 fccc/cp/2018/8 , annex ii . 2 available at https : //www4.unfccc.int/sites/submissionsstaging/pages/home.aspx . 3 fccc/cp/2018/4 . fccc/cp/2018/10/add.1 13 average tempera"
